Country,Region/State,Zip/Postal Code,Weight (and above),Shipping Price
AU,*,*,26.01,3667
AU,*,*,27.01,3731
AU,*,*,28.01,3795
AU,*,*,29.01,3859
NZ,*,*,0,985
NZ,*,*,0.51,1071
NZ,*,*,1.01,1157
NZ,*,*,1.51,1243
NZ,*,*,2.01,1329
NZ,*,*,2.51,1405
NZ,*,*,3.01,1480
NZ,*,*,3.51,1555
NZ,*,*,4.01,1630
NZ,*,*,4.51,1705
NZ,*,*,5.01,1777
NZ,*,*,5.51,1850
NZ,*,*,6.01,1923
NZ,*,*,6.51,1995
NZ,*,*,7.01,2068
NZ,*,*,7.51,2140
NZ,*,*,8.01,2213
NZ,*,*,8.51,2286
NZ,*,*,9.01,2358
NZ,*,*,9.51,2431
NZ,*,*,10.01,2565
NZ,*,*,10.51,2599
NZ,*,*,11.01,2634
NZ,*,*,11.51,2668
NZ,*,*,12.01,2703
NZ,*,*,12.51,2737
NZ,*,*,13.01,2772
NZ,*,*,13.51,2806
NZ,*,*,14.01,2841
NZ,*,*,14.51,2875
NZ,*,*,15.01,2909
NZ,*,*,15.51,2944
NZ,*,*,16.01,2978
NZ,*,*,16.51,3013
NZ,*,*,17.01,3047
NZ,*,*,17.51,3082
NZ,*,*,18.01,3116
NZ,*,*,18.51,3151
NZ,*,*,19.01,3185
NZ,*,*,19.51,3220
NZ,*,*,20.01,3284
NZ,*,*,21.01,3347
NZ,*,*,22.01,3411
NZ,*,*,23.01,3475
NZ,*,*,24.01,3539
NZ,*,*,25.01,3603
NZ,*,*,26.01,3667
NZ,*,*,27.01,3731
NZ,*,*,28.01,3795
NZ,*,*,29.01,3859
CA,*,*,0,1024
CA,*,*,0.51,1110
CA,*,*,1.01,1197
CA,*,*,1.51,1283
CA,*,*,2.01,1369
CA,*,*,2.51,1451
CA,*,*,3.01,1534
CA,*,*,3.51,1616
CA,*,*,4.01,1699
CA,*,*,4.51,1781
CA,*,*,5.01,1864
CA,*,*,5.51,1946
CA,*,*,6.01,2028
CA,*,*,6.51,2111
CA,*,*,7.01,2193
CA,*,*,7.51,2276
CA,*,*,8.01,2358
CA,*,*,8.51,2441
CA,*,*,9.01,2523
CA,*,*,9.51,2606
CA,*,*,10.01,2762
CA,*,*,10.51,2810
CA,*,*,11.01,2858
CA,*,*,11.51,2906
CA,*,*,12.01,2954
CA,*,*,12.51,3002
CA,*,*,13.01,3050
CA,*,*,13.51,3098
CA,*,*,14.01,3146
CA,*,*,14.51,3194
CA,*,*,15.01,3242
CA,*,*,15.51,3290
CA,*,*,16.01,3338
CA,*,*,16.51,3386
CA,*,*,17.01,3434
CA,*,*,17.51,3482
CA,*,*,18.01,3530
CA,*,*,18.51,3578
CA,*,*,19.01,3626
CA,*,*,19.51,3674
CA,*,*,20.01,3754
CA,*,*,21.01,3834
CA,*,*,22.01,3914
CA,*,*,23.01,3994
CA,*,*,24.01,4073
CA,*,*,25.01,4153
CA,*,*,26.01,4233
CA,*,*,27.01,4313
CA,*,*,28.01,4393
CA,*,*,29.01,4473
MX,*,*,0,1024
MX,*,*,0.51,1110
MX,*,*,1.01,1197
MX,*,*,1.51,1283
MX,*,*,2.01,1369
MX,*,*,2.51,1451
MX,*,*,3.01,1534
MX,*,*,3.51,1616
MX,*,*,4.01,1699
MX,*,*,4.51,1781
MX,*,*,5.01,1864
MX,*,*,5.51,1946
MX,*,*,6.01,2028
MX,*,*,6.51,2111
MX,*,*,7.01,2193
MX,*,*,7.51,2276
MX,*,*,8.01,2358
MX,*,*,8.51,2441
MX,*,*,9.01,2523
MX,*,*,9.51,2606
MX,*,*,10.01,2762
MX,*,*,10.51,2810
MX,*,*,11.01,2858
MX,*,*,11.51,2906
MX,*,*,12.01,2954
MX,*,*,12.51,3002
MX,*,*,13.01,3050
MX,*,*,13.51,3098
MX,*,*,14.01,3146
MX,*,*,14.51,3194
MX,*,*,15.01,3242
MX,*,*,15.51,3290
MX,*,*,16.01,3338
MX,*,*,16.51,3386
MX,*,*,17.01,3434
MX,*,*,17.51,3482
MX,*,*,18.01,3530
MX,*,*,18.51,3578
MX,*,*,19.01,3626
MX,*,*,19.51,3674
MX,*,*,20.01,3754
MX,*,*,21.01,3834
MX,*,*,22.01,3914
MX,*,*,23.01,3994
MX,*,*,24.01,4073
MX,*,*,25.01,4153
MX,*,*,26.01,4233
MX,*,*,27.01,4313
MX,*,*,28.01,4393
MX,*,*,29.01,4473
US,*,*,0,1024
US,*,*,0.51,1110
US,*,*,1.01,1197
US,*,*,1.51,1283
US,*,*,2.01,1369
US,*,*,2.51,1451
US,*,*,3.01,1534
US,*,*,3.51,1616
US,*,*,4.01,1699
US,*,*,4.51,1781
US,*,*,5.01,1864
US,*,*,5.51,1946
US,*,*,6.01,2028
US,*,*,6.51,2111
US,*,*,7.01,2193
US,*,*,7.51,2276
US,*,*,8.01,2358
US,*,*,8.51,2441
US,*,*,9.01,2523
US,*,*,9.51,2606
US,*,*,10.01,2762
US,*,*,10.51,2810
US,*,*,11.01,2858
US,*,*,11.51,2906
US,*,*,12.01,2954
US,*,*,12.51,3002
US,*,*,13.01,3050
US,*,*,13.51,3098
US,*,*,14.01,3146
US,*,*,14.51,3194
US,*,*,15.01,3242
US,*,*,15.51,3290
US,*,*,16.01,3338
US,*,*,16.51,3386
US,*,*,17.01,3434
US,*,*,17.51,3482
US,*,*,18.01,3530
US,*,*,18.51,3578
US,*,*,19.01,3626
US,*,*,19.51,3674
US,*,*,20.01,3754
US,*,*,21.01,3834
US,*,*,22.01,3914
US,*,*,23.01,3994
US,*,*,24.01,4073
US,*,*,25.01,4153
US,*,*,26.01,4233
US,*,*,27.01,4313
US,*,*,28.01,4393
US,*,*,29.01,4473
BE,*,*,0,1062
BE,*,*,0.51,1161
BE,*,*,1.01,1307
BE,*,*,1.51,1454
BE,*,*,2.01,1600
BE,*,*,2.51,1739
BE,*,*,3.01,1878
BE,*,*,3.51,2017
BE,*,*,4.01,2156
BE,*,*,4.51,2295
BE,*,*,5.01,2395
BE,*,*,5.51,2495
BE,*,*,6.01,2594
BE,*,*,6.51,2694
BE,*,*,7.01,2794
BE,*,*,7.51,2893
BE,*,*,8.01,2993
BE,*,*,8.51,3093
BE,*,*,9.01,3192
BE,*,*,9.51,3292
BE,*,*,10.01,3477
BE,*,*,10.51,3531
BE,*,*,11.01,3585
BE,*,*,11.51,3639
BE,*,*,12.01,3693
BE,*,*,12.51,3747
BE,*,*,13.01,3802
BE,*,*,13.51,3856
BE,*,*,14.01,3910
BE,*,*,14.51,3964
BE,*,*,15.01,4012
BE,*,*,15.51,4060
BE,*,*,16.01,4108
BE,*,*,16.51,4156
BE,*,*,17.01,4204
BE,*,*,17.51,4252
BE,*,*,18.01,4300
BE,*,*,18.51,4348
BE,*,*,19.01,4396
BE,*,*,19.51,4444
BE,*,*,20.01,4537
BE,*,*,21.01,4631
BE,*,*,22.01,4724
BE,*,*,23.01,4818
BE,*,*,24.01,4911
BE,*,*,25.01,5005
BE,*,*,26.01,5098
BE,*,*,27.01,5192
BE,*,*,28.01,5286
BE,*,*,29.01,5379
FR,*,*,0,1062
FR,*,*,0.51,1161
FR,*,*,1.01,1307
FR,*,*,1.51,1454
FR,*,*,2.01,1600
FR,*,*,2.51,1739
FR,*,*,3.01,1878
FR,*,*,3.51,2017
FR,*,*,4.01,2156
FR,*,*,4.51,2295
FR,*,*,5.01,2395
FR,*,*,5.51,2495
FR,*,*,6.01,2594
FR,*,*,6.51,2694
FR,*,*,7.01,2794
FR,*,*,7.51,2893
FR,*,*,8.01,2993
FR,*,*,8.51,3093
FR,*,*,9.01,3192
FR,*,*,9.51,3292
FR,*,*,10.01,3477
FR,*,*,10.51,3531
FR,*,*,11.01,3585
FR,*,*,11.51,3639
FR,*,*,12.01,3693
FR,*,*,12.51,3747
FR,*,*,13.01,3802
FR,*,*,13.51,3856
FR,*,*,14.01,3910
FR,*,*,14.51,3964
FR,*,*,15.01,4012
FR,*,*,15.51,4060
FR,*,*,16.01,4108
FR,*,*,16.51,4156
FR,*,*,17.01,4204
FR,*,*,17.51,4252
FR,*,*,18.01,4300
FR,*,*,18.51,4348
FR,*,*,19.01,4396
FR,*,*,19.51,4444
FR,*,*,20.01,4537
FR,*,*,21.01,4631
FR,*,*,22.01,4724
FR,*,*,23.01,4818
FR,*,*,24.01,4911
FR,*,*,25.01,5005
FR,*,*,26.01,5098
FR,*,*,27.01,5192
FR,*,*,28.01,5286
FR,*,*,29.01,5379
DE,*,*,0,1062
DE,*,*,0.51,1161
DE,*,*,1.01,1307
DE,*,*,1.51,1454
DE,*,*,2.01,1600
DE,*,*,2.51,1739
DE,*,*,3.01,1878
DE,*,*,3.51,2017
DE,*,*,4.01,2156
DE,*,*,4.51,2295
DE,*,*,5.01,2395
DE,*,*,5.51,2495
DE,*,*,6.01,2594
DE,*,*,6.51,2694
DE,*,*,7.01,2794
DE,*,*,7.51,2893
DE,*,*,8.01,2993
DE,*,*,8.51,3093
DE,*,*,9.01,3192
DE,*,*,9.51,3292
DE,*,*,10.01,3477
DE,*,*,10.51,3531
DE,*,*,11.01,3585
DE,*,*,11.51,3639
DE,*,*,12.01,3693
DE,*,*,12.51,3747
DE,*,*,13.01,3802
DE,*,*,13.51,3856
DE,*,*,14.01,3910
DE,*,*,14.51,3964
DE,*,*,15.01,4012
DE,*,*,15.51,4060
DE,*,*,16.01,4108
DE,*,*,16.51,4156
DE,*,*,17.01,4204
DE,*,*,17.51,4252
DE,*,*,18.01,4300
DE,*,*,18.51,4348
DE,*,*,19.01,4396
DE,*,*,19.51,4444
DE,*,*,20.01,4537
DE,*,*,21.01,4631
DE,*,*,22.01,4724
DE,*,*,23.01,4818
DE,*,*,24.01,4911
DE,*,*,25.01,5005
DE,*,*,26.01,5098
DE,*,*,27.01,5192
DE,*,*,28.01,5286
DE,*,*,29.01,5379
IT,*,*,0,1062
IT,*,*,0.51,1161
IT,*,*,1.01,1307
IT,*,*,1.51,1454
IT,*,*,2.01,1600
IT,*,*,2.51,1739
IT,*,*,3.01,1878
IT,*,*,3.51,2017
IT,*,*,4.01,2156
IT,*,*,4.51,2295
IT,*,*,5.01,2395
IT,*,*,5.51,2495
IT,*,*,6.01,2594
IT,*,*,6.51,2694
IT,*,*,7.01,2794
IT,*,*,7.51,2893
IT,*,*,8.01,2993
IT,*,*,8.51,3093
IT,*,*,9.01,3192
IT,*,*,9.51,3292
IT,*,*,10.01,3477
IT,*,*,10.51,3531
IT,*,*,11.01,3585
IT,*,*,11.51,3639
IT,*,*,12.01,3693
IT,*,*,12.51,3747
IT,*,*,13.01,3802
IT,*,*,13.51,3856
IT,*,*,14.01,3910
IT,*,*,14.51,3964
IT,*,*,15.01,4012
IT,*,*,15.51,4060
IT,*,*,16.01,4108
IT,*,*,16.51,4156
IT,*,*,17.01,4204
IT,*,*,17.51,4252
IT,*,*,18.01,4300
IT,*,*,18.51,4348
IT,*,*,19.01,4396
IT,*,*,19.51,4444
IT,*,*,20.01,4537
IT,*,*,21.01,4631
IT,*,*,22.01,4724
IT,*,*,23.01,4818
IT,*,*,24.01,4911
IT,*,*,25.01,5005
IT,*,*,26.01,5098
IT,*,*,27.01,5192
IT,*,*,28.01,5286
IT,*,*,29.01,5379
NL,*,*,0,1062
NL,*,*,0.51,1161
NL,*,*,1.01,1307
NL,*,*,1.51,1454
NL,*,*,2.01,1600
NL,*,*,2.51,1739
NL,*,*,3.01,1878
NL,*,*,3.51,2017
NL,*,*,4.01,2156
NL,*,*,4.51,2295
NL,*,*,5.01,2395
NL,*,*,5.51,2495
NL,*,*,6.01,2594
NL,*,*,6.51,2694
NL,*,*,7.01,2794
NL,*,*,7.51,2893
NL,*,*,8.01,2993
NL,*,*,8.51,3093
NL,*,*,9.01,3192
NL,*,*,9.51,3292
NL,*,*,10.01,3477
NL,*,*,10.51,3531
NL,*,*,11.01,3585
NL,*,*,11.51,3639
NL,*,*,12.01,3693
NL,*,*,12.51,3747
NL,*,*,13.01,3802
NL,*,*,13.51,3856
NL,*,*,14.01,3910
NL,*,*,14.51,3964
NL,*,*,15.01,4012
NL,*,*,15.51,4060
NL,*,*,16.01,4108
NL,*,*,16.51,4156
NL,*,*,17.01,4204
NL,*,*,17.51,4252
NL,*,*,18.01,4300
NL,*,*,18.51,4348
NL,*,*,19.01,4396
NL,*,*,19.51,4444
NL,*,*,20.01,4537
NL,*,*,21.01,4631
NL,*,*,22.01,4724
NL,*,*,23.01,4818
NL,*,*,24.01,4911
NL,*,*,25.01,5005
NL,*,*,26.01,5098
NL,*,*,27.01,5192
NL,*,*,28.01,5286
NL,*,*,29.01,5379
GB,*,*,0,1062
GB,*,*,0.51,1161
GB,*,*,1.01,1307
GB,*,*,1.51,1454
GB,*,*,2.01,1600
GB,*,*,2.51,1739
GB,*,*,3.01,1878
GB,*,*,3.51,2017
GB,*,*,4.01,2156
GB,*,*,4.51,2295
GB,*,*,5.01,2395
GB,*,*,5.51,2495
GB,*,*,6.01,2594
GB,*,*,6.51,2694
GB,*,*,7.01,2794
GB,*,*,7.51,2893
GB,*,*,8.01,2993
GB,*,*,8.51,3093
GB,*,*,9.01,3192
GB,*,*,9.51,3292
GB,*,*,10.01,3477
GB,*,*,10.51,3531
GB,*,*,11.01,3585
GB,*,*,11.51,3639
GB,*,*,12.01,3693
GB,*,*,12.51,3747
GB,*,*,13.01,3802
GB,*,*,13.51,3856
GB,*,*,14.01,3910
GB,*,*,14.51,3964
GB,*,*,15.01,4012
GB,*,*,15.51,4060
GB,*,*,16.01,4108
GB,*,*,16.51,4156
GB,*,*,17.01,4204
GB,*,*,17.51,4252
GB,*,*,18.01,4300
GB,*,*,18.51,4348
GB,*,*,19.01,4396
GB,*,*,19.51,4444
GB,*,*,20.01,4537
GB,*,*,21.01,4631
GB,*,*,22.01,4724
GB,*,*,23.01,4818
GB,*,*,24.01,4911
GB,*,*,25.01,5005
GB,*,*,26.01,5098
GB,*,*,27.01,5192
GB,*,*,28.01,5286
GB,*,*,29.01,5379
DK,*,*,0,1102
DK,*,*,0.51,1206
DK,*,*,1.01,1360
DK,*,*,1.51,1514
DK,*,*,2.01,1668
DK,*,*,2.51,1814
DK,*,*,3.01,1961
DK,*,*,3.51,2107
DK,*,*,4.01,2254
DK,*,*,4.51,2400
DK,*,*,5.01,2508
DK,*,*,5.51,2617
DK,*,*,6.01,2725
DK,*,*,6.51,2833
DK,*,*,7.01,2941
DK,*,*,7.51,3050
DK,*,*,8.01,3158
DK,*,*,8.51,3266
DK,*,*,9.01,3375
DK,*,*,9.51,3483
DK,*,*,10.01,3669
DK,*,*,10.51,3723
DK,*,*,11.01,3777
DK,*,*,11.51,3831
DK,*,*,12.01,3885
DK,*,*,12.51,3939
DK,*,*,13.01,3994
DK,*,*,13.51,4048
DK,*,*,14.01,4102
DK,*,*,14.51,4156
DK,*,*,15.01,4205
DK,*,*,15.51,4254
DK,*,*,16.01,4304
DK,*,*,16.51,4353
DK,*,*,17.01,4402
DK,*,*,17.51,4451
DK,*,*,18.01,4500
DK,*,*,18.51,4550
DK,*,*,19.01,4599
DK,*,*,19.51,4648
DK,*,*,20.01,4743
DK,*,*,21.01,4838
DK,*,*,22.01,4932
DK,*,*,23.01,5027
DK,*,*,24.01,5122
DK,*,*,25.01,5217
DK,*,*,26.01,5311
DK,*,*,27.01,5406
DK,*,*,28.01,5501
DK,*,*,29.01,5596
NO,*,*,0,1102
NO,*,*,0.51,1206
NO,*,*,1.01,1360
NO,*,*,1.51,1514
NO,*,*,2.01,1668
NO,*,*,2.51,1814
NO,*,*,3.01,1961
NO,*,*,3.51,2107
NO,*,*,4.01,2254
NO,*,*,4.51,2400
NO,*,*,5.01,2508
NO,*,*,5.51,2617
NO,*,*,6.01,2725
NO,*,*,6.51,2833
NO,*,*,7.01,2941
NO,*,*,7.51,3050
NO,*,*,8.01,3158
NO,*,*,8.51,3266
NO,*,*,9.01,3375
NO,*,*,9.51,3483
NO,*,*,10.01,3669
NO,*,*,10.51,3723
NO,*,*,11.01,3777
NO,*,*,11.51,3831
NO,*,*,12.01,3885
NO,*,*,12.51,3939
NO,*,*,13.01,3994
NO,*,*,13.51,4048
NO,*,*,14.01,4102
NO,*,*,14.51,4156
NO,*,*,15.01,4205
NO,*,*,15.51,4254
NO,*,*,16.01,4304
NO,*,*,16.51,4353
NO,*,*,17.01,4402
NO,*,*,17.51,4451
NO,*,*,18.01,4500
NO,*,*,18.51,4550
NO,*,*,19.01,4599
NO,*,*,19.51,4648
NO,*,*,20.01,4743
NO,*,*,21.01,4838
NO,*,*,22.01,4932
NO,*,*,23.01,5027
NO,*,*,24.01,5122
NO,*,*,25.01,5217
NO,*,*,26.01,5311
NO,*,*,27.01,5406
NO,*,*,28.01,5501
NO,*,*,29.01,5596
CH,*,*,0,1102
CH,*,*,0.51,1206
CH,*,*,1.01,1360
CH,*,*,1.51,1514
CH,*,*,2.01,1668
CH,*,*,2.51,1814
CH,*,*,3.01,1961
CH,*,*,3.51,2107
CH,*,*,4.01,2254
CH,*,*,4.51,2400
CH,*,*,5.01,2508
CH,*,*,5.51,2617
CH,*,*,6.01,2725
CH,*,*,6.51,2833
CH,*,*,7.01,2941
CH,*,*,7.51,3050
CH,*,*,8.01,3158
CH,*,*,8.51,3266
CH,*,*,9.01,3375
CH,*,*,9.51,3483
CH,*,*,10.01,3669
CH,*,*,10.51,3723
CH,*,*,11.01,3777
CH,*,*,11.51,3831
CH,*,*,12.01,3885
CH,*,*,12.51,3939
CH,*,*,13.01,3994
CH,*,*,13.51,4048
CH,*,*,14.01,4102
CH,*,*,14.51,4156
CH,*,*,15.01,4205
CH,*,*,15.51,4254
CH,*,*,16.01,4304
CH,*,*,16.51,4353
CH,*,*,17.01,4402
CH,*,*,17.51,4451
CH,*,*,18.01,4500
CH,*,*,18.51,4550
CH,*,*,19.01,4599
CH,*,*,19.51,4648
CH,*,*,20.01,4743
CH,*,*,21.01,4838
CH,*,*,22.01,4932
CH,*,*,23.01,5027
CH,*,*,24.01,5122
CH,*,*,25.01,5217
CH,*,*,26.01,5311
CH,*,*,27.01,5406
CH,*,*,28.01,5501
CH,*,*,29.01,5596
SA,*,*,0,1219
SA,*,*,0.51,1397
SA,*,*,1.01,1576
SA,*,*,1.51,1754
SA,*,*,2.01,1932
SA,*,*,2.51,2111
SA,*,*,3.01,2289
SA,*,*,3.51,2468
SA,*,*,4.01,2646
SA,*,*,4.51,2825
SA,*,*,5.01,2941
SA,*,*,5.51,3058
SA,*,*,6.01,3175
SA,*,*,6.51,3292
SA,*,*,7.01,3409
SA,*,*,7.51,3526
SA,*,*,8.01,3643
SA,*,*,8.51,3760
SA,*,*,9.01,3877
SA,*,*,9.51,3994
SA,*,*,10.01,4194
SA,*,*,10.51,4249
SA,*,*,11.01,4305
SA,*,*,11.51,4360
SA,*,*,12.01,4416
SA,*,*,12.51,4471
SA,*,*,13.01,4526
SA,*,*,13.51,4582
SA,*,*,14.01,4637
SA,*,*,14.51,4692
SA,*,*,15.01,4748
SA,*,*,15.51,4803
SA,*,*,16.01,4859
SA,*,*,16.51,4914
SA,*,*,17.01,4969
SA,*,*,17.51,5025
SA,*,*,18.01,5080
SA,*,*,18.51,5135
SA,*,*,19.01,5191
SA,*,*,19.51,5246
SA,*,*,20.01,5341
SA,*,*,21.01,5436
SA,*,*,22.01,5530
SA,*,*,23.01,5625
SA,*,*,24.01,5720
SA,*,*,25.01,5815
SA,*,*,26.01,5909
SA,*,*,27.01,6004
SA,*,*,28.01,6099
SA,*,*,29.01,6194
ZA,*,*,0,1219
ZA,*,*,0.51,1397
ZA,*,*,1.01,1576
ZA,*,*,1.51,1754
ZA,*,*,2.01,1932
ZA,*,*,2.51,2111
ZA,*,*,3.01,2289
ZA,*,*,3.51,2468
ZA,*,*,4.01,2646
ZA,*,*,4.51,2825
ZA,*,*,5.01,2941
ZA,*,*,5.51,3058
ZA,*,*,6.01,3175
ZA,*,*,6.51,3292
ZA,*,*,7.01,3409
ZA,*,*,7.51,3526
ZA,*,*,8.01,3643
ZA,*,*,8.51,3760
ZA,*,*,9.01,3877
ZA,*,*,9.51,3994
ZA,*,*,10.01,4194
ZA,*,*,10.51,4249
ZA,*,*,11.01,4305
ZA,*,*,11.51,4360
ZA,*,*,12.01,4416
ZA,*,*,12.51,4471
ZA,*,*,13.01,4526
ZA,*,*,13.51,4582
ZA,*,*,14.01,4637
ZA,*,*,14.51,4692
ZA,*,*,15.01,4748
ZA,*,*,15.51,4803
ZA,*,*,16.01,4859
ZA,*,*,16.51,4914
ZA,*,*,17.01,4969
ZA,*,*,17.51,5025
ZA,*,*,18.01,5080
ZA,*,*,18.51,5135
ZA,*,*,19.01,5191
ZA,*,*,19.51,5246
ZA,*,*,20.01,5341
ZA,*,*,21.01,5436
ZA,*,*,22.01,5530
ZA,*,*,23.01,5625
ZA,*,*,24.01,5720
ZA,*,*,25.01,5815
ZA,*,*,26.01,5909
ZA,*,*,27.01,6004
ZA,*,*,28.01,6099
ZA,*,*,29.01,6194
BR,*,*,0,1219
BR,*,*,0.51,1397
BR,*,*,1.01,1576
BR,*,*,1.51,1754
BR,*,*,2.01,1932
BR,*,*,2.51,2111
BR,*,*,3.01,2289
BR,*,*,3.51,2468
BR,*,*,4.01,2646
BR,*,*,4.51,2825
BR,*,*,5.01,2941
BR,*,*,5.51,3058
BR,*,*,6.01,3175
BR,*,*,6.51,3292
BR,*,*,7.01,3409
BR,*,*,7.51,3526
BR,*,*,8.01,3643
BR,*,*,8.51,3760
BR,*,*,9.01,3877
BR,*,*,9.51,3994
BR,*,*,10.01,4194
BR,*,*,10.51,4249
BR,*,*,11.01,4305
BR,*,*,11.51,4360
BR,*,*,12.01,4416
BR,*,*,12.51,4471
BR,*,*,13.01,4526
BR,*,*,13.51,4582
BR,*,*,14.01,4637
BR,*,*,14.51,4692
BR,*,*,15.01,4748
BR,*,*,15.51,4803
BR,*,*,16.01,4859
BR,*,*,16.51,4914
BR,*,*,17.01,4969
BR,*,*,17.51,5025
BR,*,*,18.01,5080
BR,*,*,18.51,5135
BR,*,*,19.01,5191
BR,*,*,19.51,5246
BR,*,*,20.01,5341
BR,*,*,21.01,5436
BR,*,*,22.01,5530
BR,*,*,23.01,5625
BR,*,*,24.01,5720
BR,*,*,25.01,5815
BR,*,*,26.01,5909
BR,*,*,27.01,6004
BR,*,*,28.01,6099
BR,*,*,29.01,6194
CL,*,*,0,1219
CL,*,*,0.51,1397
CL,*,*,1.01,1576
CL,*,*,1.51,1754
CL,*,*,2.01,1932
CL,*,*,2.51,2111
CL,*,*,3.01,2289
CL,*,*,3.51,2468
CL,*,*,4.01,2646
CL,*,*,4.51,2825
CL,*,*,5.01,2941
CL,*,*,5.51,3058
CL,*,*,6.01,3175
CL,*,*,6.51,3292
CL,*,*,7.01,3409
CL,*,*,7.51,3526
CL,*,*,8.01,3643
CL,*,*,8.51,3760
CL,*,*,9.01,3877
CL,*,*,9.51,3994
CL,*,*,10.01,4194
CL,*,*,10.51,4249
CL,*,*,11.01,4305
CL,*,*,11.51,4360
CL,*,*,12.01,4416
CL,*,*,12.51,4471
CL,*,*,13.01,4526
CL,*,*,13.51,4582
CL,*,*,14.01,4637
CL,*,*,14.51,4692
CL,*,*,15.01,4748
CL,*,*,15.51,4803
CL,*,*,16.01,4859
CL,*,*,16.51,4914
CL,*,*,17.01,4969
CL,*,*,17.51,5025
CL,*,*,18.01,5080
CL,*,*,18.51,5135
CL,*,*,19.01,5191
CL,*,*,19.51,5246
CL,*,*,20.01,5341
CL,*,*,21.01,5436
CL,*,*,22.01,5530
CL,*,*,23.01,5625
CL,*,*,24.01,5720
CL,*,*,25.01,5815
CL,*,*,26.01,5909
CL,*,*,27.01,6004
CL,*,*,28.01,6099
CL,*,*,29.01,6194
AF  ,*,*,0,1566
AF  ,*,*,0.51,1813
AF  ,*,*,1.01,2060
AF  ,*,*,1.51,2308
AF  ,*,*,2.01,2555
AF  ,*,*,2.51,2802
AF  ,*,*,3.01,3050
AF  ,*,*,3.51,3297
AF  ,*,*,4.01,3544
AF  ,*,*,4.51,3792
AF  ,*,*,5.01,3965
AF  ,*,*,5.51,4139
AF  ,*,*,6.01,4312
AF  ,*,*,6.51,4486
AF  ,*,*,7.01,4659
AF  ,*,*,7.51,4833
AF  ,*,*,8.01,5006
AF  ,*,*,8.51,5180
AF  ,*,*,9.01,5353
AF  ,*,*,9.51,5527
AF  ,*,*,10.01,5802
AF  ,*,*,10.51,5864
AF  ,*,*,11.01,5925
AF  ,*,*,11.51,5987
AF  ,*,*,12.01,6048
AF  ,*,*,12.51,6110
AF  ,*,*,13.01,6171
AF  ,*,*,13.51,6233
AF  ,*,*,14.01,6295
AF  ,*,*,14.51,6356
AF  ,*,*,15.01,6418
AF  ,*,*,15.51,6479
AF  ,*,*,16.01,6541
AF  ,*,*,16.51,6602
AF  ,*,*,17.01,6664
AF  ,*,*,17.51,6725
AF  ,*,*,18.01,6787
AF  ,*,*,18.51,6848
AF  ,*,*,19.01,6910
AF  ,*,*,19.51,6971
AF  ,*,*,20.01,7096
AF  ,*,*,21.01,7220
AF  ,*,*,22.01,7344
AF  ,*,*,23.01,7468
AF  ,*,*,24.01,7593
AF  ,*,*,25.01,7717
AF  ,*,*,26.01,7841
AF  ,*,*,27.01,7966
AF  ,*,*,28.01,8090
AF  ,*,*,29.01,8214
AL  ,*,*,0,1566
AL  ,*,*,0.51,1813
AL  ,*,*,1.01,2060
AL  ,*,*,1.51,2308
AL  ,*,*,2.01,2555
AL  ,*,*,2.51,2802
AL  ,*,*,3.01,3050
AL  ,*,*,3.51,3297
AL  ,*,*,4.01,3544
AL  ,*,*,4.51,3792
AL  ,*,*,5.01,3965
AL  ,*,*,5.51,4139
AL  ,*,*,6.01,4312
AL  ,*,*,6.51,4486
AL  ,*,*,7.01,4659
AL  ,*,*,7.51,4833
AL  ,*,*,8.01,5006
AL  ,*,*,8.51,5180
AL  ,*,*,9.01,5353
AL  ,*,*,9.51,5527
AL  ,*,*,10.01,5802
AL  ,*,*,10.51,5864
AL  ,*,*,11.01,5925
AL  ,*,*,11.51,5987
AL  ,*,*,12.01,6048
AL  ,*,*,12.51,6110
AL  ,*,*,13.01,6171
AL  ,*,*,13.51,6233
AL  ,*,*,14.01,6295
AL  ,*,*,14.51,6356
AL  ,*,*,15.01,6418
AL  ,*,*,15.51,6479
AL  ,*,*,16.01,6541
AL  ,*,*,16.51,6602
AL  ,*,*,17.01,6664
AL  ,*,*,17.51,6725
AL  ,*,*,18.01,6787
AL  ,*,*,18.51,6848
AL  ,*,*,19.01,6910
AL  ,*,*,19.51,6971
AL  ,*,*,20.01,7096
AL  ,*,*,21.01,7220
AL  ,*,*,22.01,7344
AL  ,*,*,23.01,7468
AL  ,*,*,24.01,7593
AL  ,*,*,25.01,7717
AL  ,*,*,26.01,7841
AL  ,*,*,27.01,7966
AL  ,*,*,28.01,8090
AL  ,*,*,29.01,8214
DZ  ,*,*,0,1566
DZ  ,*,*,0.51,1813
DZ  ,*,*,1.01,2060
DZ  ,*,*,1.51,2308
DZ  ,*,*,2.01,2555
DZ  ,*,*,2.51,2802
DZ  ,*,*,3.01,3050
DZ  ,*,*,3.51,3297
DZ  ,*,*,4.01,3544
DZ  ,*,*,4.51,3792
DZ  ,*,*,5.01,3965
DZ  ,*,*,5.51,4139
DZ  ,*,*,6.01,4312
DZ  ,*,*,6.51,4486
DZ  ,*,*,7.01,4659
DZ  ,*,*,7.51,4833
DZ  ,*,*,8.01,5006
DZ  ,*,*,8.51,5180
DZ  ,*,*,9.01,5353
DZ  ,*,*,9.51,5527
DZ  ,*,*,10.01,5802
DZ  ,*,*,10.51,5864
DZ  ,*,*,11.01,5925
